DATA;HORA;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (KJ/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s)
16/12/2002;00:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
16/12/2002;01:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
16/12/2002;02:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
16/12/2002;03:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
16/12/2002;04:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
16/12/2002;05:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
16/12/2002;06:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
16/12/2002;07:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
16/12/2002;08:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
16/12/2002;09:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
16/12/2002;10:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
16/12/2002;11:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
16/12/2002;12:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
16/12/2002;13:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
16/12/2002;14:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
16/12/2002;15:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
16/12/2002;16:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
16/12/2002;17:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
16/12/2002;18:00;-9999;-9999;-9999;-9999;-9999;26,1;21,7;29,4;26;22,7;-9999;80;59;77;-9999;-9999;-9999
16/12/2002;19:00;-9999;-9999;-9999;-9999;0,4;24,1;-9999;-9999;-9999;-9999;-9999;-9999;21,1;-9999;-9999;-9999;-9999
16/12/2002;20:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
16/12/2002;21:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
16/12/2002;22:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
16/12/2002;23:00;-9999;-9999;-9999;-9999;-9999;23,8;22,3;24;23,6;22,6;-9999;92;90;92;-9999;-9999;-9999
17/12/2002;00:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
17/12/2002;01:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
17/12/2002;02:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
17/12/2002;03:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
17/12/2002;04:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
17/12/2002;05:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
17/12/2002;06:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
17/12/2002;07:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
17/12/2002;08:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
17/12/2002;09:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
17/12/2002;10:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
17/12/2002;11:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
17/12/2002;12:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
17/12/2002;13:00;-9999;-9999;-9999;-9999;-9999;25,8;22,1;26,2;24,5;22,9;-9999;88;80;80;-9999;-9999;-9999
17/12/2002;14:00;-9999;-9999;-9999;-9999;-9999;26,5;22,7;26,5;25,7;23;-9999;82;79;80;-9999;-9999;-9999
17/12/2002;15:00;-9999;-9999;-9999;-9999;-9999;27,5;23,3;27,5;26,2;23,3;-9999;81;74;78;-9999;-9999;-9999
17/12/2002;16:00;-9999;-9999;-9999;-9999;-9999;29,3;22,7;29,5;27,5;23,4;-9999;79;66;68;-9999;-9999;-9999
17/12/2002;17:00;-9999;-9999;-9999;-9999;-9999;30,3;22,1;30,8;29,1;23,1;-9999;68;56;62;-9999;-9999;-9999
17/12/2002;18:00;-9999;-9999;-9999;-9999;-9999;30,1;21;30,6;29,4;22,1;-9999;64;57;58;-9999;-9999;-9999
17/12/2002;19:00;-9999;-9999;-9999;-9999;-9999;30,5;21,1;31,6;30,1;22,4;-9999;61;54;57;-9999;-9999;-9999
17/12/2002;20:00;-9999;-9999;-9999;-9999;-9999;28,8;22,7;30,6;28,8;22,9;-9999;70;54;70;-9999;-9999;-9999
17/12/2002;21:00;-9999;-9999;-9999;-9999;-9999;23,8;21,1;28,8;23,7;23,1;-9999;86;70;85;-9999;-9999;-9999
17/12/2002;22:00;-9999;-9999;-9999;-9999;-9999;23,8;21,2;24,2;23,7;21,3;-9999;86;81;86;-9999;-9999;-9999
17/12/2002;23:00;-9999;-9999;-9999;-9999;-9999;23,3;21,6;23,8;23,2;21,7;-9999;90;85;90;-9999;-9999;-9999
18/12/2002;00:00;-9999;-9999;-9999;-9999;-9999;23,3;21,6;23,6;23,3;21,9;-9999;92;88;90;-9999;-9999;-9999
18/12/2002;01:00;-9999;-9999;-9999;-9999;-9999;23,3;21,9;23,4;23,1;21,9;-9999;92;90;92;-9999;-9999;-9999
18/12/2002;02:00;-9999;-9999;-9999;-9999;-9999;23,3;21,8;23,3;23,2;21,9;-9999;92;91;91;-9999;-9999;-9999
18/12/2002;03:00;-9999;-9999;-9999;-9999;-9999;23,1;22;23,4;23;22;-9999;94;90;94;-9999;-9999;-9999
18/12/2002;04:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
18/12/2002;05:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
18/12/2002;06:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
18/12/2002;07:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
18/12/2002;08:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
18/12/2002;09:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
18/12/2002;10:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
18/12/2002;11:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
18/12/2002;12:00;-9999;-9999;-9999;-9999;-9999;26,2;22,6;26,5;24,7;22,7;-9999;86;77;80;-9999;-9999;-9999
18/12/2002;13:00;-9999;-9999;-9999;-9999;-9999;27,8;22,8;27,8;26,3;22,9;-9999;80;73;74;-9999;-9999;-9999
18/12/2002;14:00;-9999;-9999;-9999;-9999;-9999;28,9;22,3;28,9;27,6;22,8;-9999;74;66;68;-9999;-9999;-9999
18/12/2002;15:00;-9999;-9999;-9999;-9999;-9999;28,3;22,9;29,9;28,1;23,1;-9999;74;64;73;-9999;-9999;-9999
18/12/2002;16:00;-9999;-9999;-9999;-9999;-9999;28,1;23,4;30,3;28,1;24,1;-9999;76;61;76;-9999;-9999;-9999
18/12/2002;17:00;-9999;-9999;-9999;-9999;-9999;26;22,2;28,1;26;24,2;-9999;83;74;80;-9999;-9999;-9999
18/12/2002;18:00;-9999;-9999;-9999;-9999;-9999;28,7;24,2;28,7;24,6;24,3;-9999;90;73;77;-9999;-9999;-9999
18/12/2002;19:00;-9999;-9999;-9999;-9999;-9999;29,1;23;29,9;28,7;24,2;-9999;76;66;70;-9999;-9999;-9999
18/12/2002;20:00;-9999;-9999;-9999;-9999;-9999;27,6;23,1;29,1;27,6;23,8;-9999;78;70;76;-9999;-9999;-9999
18/12/2002;21:00;-9999;-9999;-9999;-9999;-9999;26;23,2;27,6;25,9;23,6;-9999;86;75;85;-9999;-9999;-9999
18/12/2002;22:00;-9999;-9999;-9999;-9999;-9999;25,1;23;26;25;23,3;-9999;89;84;88;-9999;-9999;-9999
18/12/2002;23:00;-9999;-9999;-9999;-9999;-9999;24,7;22,5;25,3;24,7;23;-9999;90;86;88;-9999;-9999;-9999
19/12/2002;00:00;-9999;-9999;-9999;-9999;-9999;23,5;21,2;24,7;23,5;22,4;-9999;88;85;87;-9999;-9999;-9999
19/12/2002;01:00;-9999;-9999;-9999;-9999;-9999;23,2;20,9;23,5;23,2;21,2;-9999;87;85;87;-9999;-9999;-9999
19/12/2002;02:00;-9999;-9999;-9999;-9999;-9999;22,9;21;23,3;22,9;21;-9999;89;87;89;-9999;-9999;-9999
19/12/2002;03:00;-9999;-9999;-9999;-9999;-9999;22,8;21,1;23;22,6;21,2;-9999;91;88;90;-9999;-9999;-9999
19/12/2002;04:00;-9999;-9999;-9999;-9999;-9999;22,7;21,2;22,8;22,7;21,2;-9999;91;89;91;-9999;-9999;-9999
19/12/2002;05:00;-9999;-9999;-9999;-9999;-9999;22,5;21,1;22,8;22,5;21,2;-9999;92;91;92;-9999;-9999;-9999
19/12/2002;06:00;-9999;-9999;-9999;-9999;-9999;22,3;21,1;22,5;22,3;21,1;-9999;93;91;93;-9999;-9999;-9999
19/12/2002;07:00;-9999;-9999;-9999;-9999;-9999;22,1;21,1;22,4;22,1;21,2;-9999;94;93;94;-9999;-9999;-9999
19/12/2002;08:00;-9999;-9999;-9999;-9999;-9999;22,2;21,1;22,3;22,1;21,2;-9999;94;93;93;-9999;-9999;-9999
19/12/2002;09:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
19/12/2002;10:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
19/12/2002;11:00;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
19/12/2002;12:00;-9999;-9999;-9999;-9999;-9999;24,5;21,6;24,7;23,4;21,9;-9999;88;82;84;-9999;-9999;-9999
19/12/2002;13:00;-9999;-9999;-9999;-9999;-9999;24,8;21,7;25,3;24,4;22,1;-9999;87;80;83;-9999;-9999;-9999
19/12/2002;14:00;-9999;-9999;-9999;-9999;-9999;25,3;21,5;25,4;24,4;21,9;-9999;83;78;79;-9999;-9999;-9999
19/12/2002;15:00;-9999;-9999;-9999;-9999;-9999;26,2;21,6;26,5;25,1;22,1;-9999;81;76;76;-9999;-9999;-9999
19/12/2002;16:00;-9999;-9999;-9999;-9999;-9999;26,9;21,4;26,9;25,7;22,2;-9999;81;71;72;-9999;-9999;-9999
19/12/2002;17:00;-9999;-9999;-9999;-9999;-9999;26,5;21,7;27,5;26,4;21,8;-9999;75;68;75;-9999;-9999;-9999
19/12/2002;18:00;-9999;-9999;-9999;-9999;-9999;26,8;21,1;27,9;26,6;21,8;-9999;75;68;71;-9999;-9999;-9999
19/12/2002;19:00;-9999;-9999;-9999;-9999;-9999;27,3;21,3;27,9;26,6;21,7;-9999;72;67;70;-9999;-9999;-9999
19/12/2002;20:00;-9999;-9999;-9999;-9999;-9999;27,9;21,7;28,1;27,2;22;-9999;71;67;69;-9999;-9999;-9999
19/12/2002;21:00;-9999;-9999;-9999;-9999;-9999;27,7;20,8;28,2;27,6;21,9;-9999;69;63;66;-9999;-9999;-9999
19/12/2002;22:00;-9999;-9999;-9999;-9999;-9999;26,9;21,7;27,7;26,9;21,7;-9999;73;66;73;-9999;-9999;-9999
19/12/2002;23:00;-9999;-9999;-9999;-9999;-9999;26,1;22,5;26,9;26,1;22,6;-9999;81;73;81;-9999;-9999;-9999
20/12/2002;00:00;-9999;-9999;-9999;-9999;-9999;25,2;22,8;26,1;25,2;22,8;-9999;87;80;86;-9999;-9999;-9999
20/12/2002;01:00;-9999;-9999;-9999;-9999;-9999;24,3;22,8;25,2;24,3;23;-9999;91;86;91;-9999;-9999;-9999
20/12/2002;02:00;-9999;-9999;-9999;-9999;-9999;23,8;22,5;24,3;23,8;22,8;-9999;92;91;92;-9999;-9999;-9999
20/12/2002;03:00;-9999;-9999;-9999;-9999;-9999;24;22,5;24;23,8;22,6;-9999;92;92;92;-9999;-9999;-9999
20/12/2002;04:00;-9999;-9999;-9999;-9999;-9999;23,4;22,3;24;23,3;22,5;-9999;94;92;94;-9999;-9999;-9999
20/12/2002;05:00;-9999;-9999;-9999;-9999;-9999;23,2;22,1;23,4;23,1;22,4;-9999;94;93;94;-9999;-9999;-9999
20/12/2002;06:00;-9999;-9999;-9999;-9999;-9999;23;22;23,2;23;22,1;-9999;94;93;94;-9999;-9999;-9999
20/12/2002;07:00;-9999;-9999;-9999;-9999;-9999;23;22;23,1;23;22,1;-9999;94;94;94;-9999;-9999;-9999
20/12/2002;08:00;-9999;-9999;-9999;-9999;-9999;22,8;21,9;23;22,8;22;-9999;95;94;95;-9999;-9999;-9999
20/12/2002;09:00;-9999;-9999;-9999;-9999;-9999;22,9;21,9;22,9;22,8;21,9;-9999;95;94;94;-9999;-9999;-9999
20/12/2002;10:00;-9999;-9999;-9999;-9999;-9999;23;22;23;22,8;22,1;-9999;95;94;94;-9999;-9999;-9999
20/12/2002;11:00;-9999;-9999;-9999;-9999;-9999;24;22,1;24,1;23;22,3;-9999;94;89;89;-9999;-9999;-9999
20/12/2002;12:00;-9999;-9999;-9999;-9999;-9999;24,9;22,2;24,9;23,8;22,4;-9999;90;85;85;-9999;-9999;-9999
20/12/2002;13:00;-9999;-9999;-9999;-9999;-9999;25,6;22,1;25,6;24,8;22,5;-9999;85;81;81;-9999;-9999;-9999
20/12/2002;14:00;-9999;-9999;-9999;-9999;-9999;23,4;22,3;26,3;23,1;22,5;-9999;95;77;94;-9999;-9999;-9999
20/12/2002;15:00;-9999;-9999;-9999;-9999;-9999;23,5;21,9;24,8;23,4;22,8;-9999;94;87;91;-9999;-9999;-9999
20/12/2002;16:00;-9999;-9999;-9999;-9999;-9999;24;22,9;24;22,9;23;-9999;95;91;94;-9999;-9999;-9999
20/12/2002;17:00;-9999;-9999;-9999;-9999;-9999;23,5;21,9;24;22,1;23;-9999;94;88;91;-9999;-9999;-9999
20/12/2002;18:00;-9999;-9999;-9999;-9999;-9999;25,2;22,5;25,2;23,5;22,6;-9999;91;84;85;-9999;-9999;-9999
20/12/2002;19:00;-9999;-9999;-9999;-9999;-9999;26,5;22;26,6;25,2;22,4;-9999;85;75;77;-9999;-9999;-9999
20/12/2002;20:00;-9999;-9999;-9999;-9999;-9999;27,8;22,4;28,2;26,4;22,5;-9999;79;68;73;-9999;-9999;-9999
20/12/2002;21:00;-9999;-9999;-9999;-9999;-9999;21,7;20,7;28,5;21,7;22,4;-9999;94;66;94;-9999;-9999;-9999
20/12/2002;22:00;-9999;-9999;-9999;-9999;-9999;22,7;21,6;23;21,7;21,9;-9999;95;91;93;-9999;-9999;-9999
